Country	Operator	Network	CC	MCC	MNC	OperatorId	Command	
United States	Verizon Wireless	Verizon Wireless	1	311	487	1377	Edit	
United States	Verizon Wireless	Verizon Wireless	1	311	488	1377	Edit	
United States	Verizon Wireless	Verizon Wireless	1	311	489	1377	Edit	
United States	Viaero Wireless	Viaero Wireless	1	310	450	1552	Edit	
United States	Virgin Mobile US	Virgin Mobile US	1	310	120	1382	Edit	
United States	nTelos	nTelos	1	310	470	1486	Edit	
Uruguay	AM Wireless Uruguay	Claro Uruguay	598	748	10	943	Edit	
Uruguay	Abiatar	Movistar Uruguay	598	748	07	942	Edit	
Uruguay	Antel	Antel	598	748	01	944	Edit	
Uruguay	Unallocated prefix	Unallocated prefix	598	n/a	n/a	945	Edit	
Uzbekistan	Buztel	Buztel	998	434	01	946	Edit	
Uzbekistan	Coscom	Ucell	998	434	05	947	Edit	
Uzbekistan	Perfectum Mobile	Perfectum Mobile	998	434	06	948	Edit	
Uzbekistan	Unallocated prefix	Unallocated prefix	998	n/a	n/a	949	Edit	
Uzbekistan	Unitel	Beeline Uzbekistan	998	434	04	950	Edit	
Uzbekistan	Uzbektelecom Mobile	Uzbektelecom Mobile	998	434	03	1042	Edit	
Uzbekistan	Uzbektelecom Mobile	Uzbektelecom Mobile	998	434	08	1042	Edit	
Uzbekistan	Uzdunrobita	MTS Uzbekistan	998	434	07	951	Edit	
Uzbekistan	Uzmacom	Uzmacom	998	434	02	952	Edit	
Vanuatu	ACeS International	AIL Vanuatu	678	541	00	1441	Edit	
Vanuatu	Digicel Vanuatu	Digicel Vanuatu	678	541	05	953	Edit	
Vanuatu	Digicel Vanuatu	Digicel Vanuatu	678	541	998	953	Edit	
Vanuatu	Telecom Vanuatu	Smile	678	541	01	954	Edit	
Vanuatu	Unallocated prefix	Unallocated prefix	678	n/a	n/a	955	Edit	
Venezuela	Digitel	Digitel	58	734	02	957	Edit	
Venezuela	Digitel	Digitel	58	734	03	957	Edit	
Venezuela	Movilnet	Movilnet	58	734	06	959	Edit	
Venezuela	Telefonica Venezuela	Movistar Venezuela	58	734	04	960	Edit	
Venezuela	Unallocated prefix	Unallocated prefix	58	n/a	n/a	961	Edit	
Vietnam	EVN Telecom	EVN Telecom	84	452	08	962	Edit	
Vietnam	GPC	Vinaphone	84	452	02	963	Edit	
Vietnam	Gtel Mobile	Beeline Vietnam	84	452	07	1068	Edit	
Vietnam	Hanoi Telecom	Vietnamobile	84	452	05	964	Edit	
Vietnam	S-Fone	S-Fone	84	452	03	965	Edit	
Vietnam	Unallocated prefix	Unallocated prefix	84	n/a	n/a	966	Edit	
Vietnam	VMTS	Mobifone	84	452	01	968	Edit	
Vietnam	Viettel Mobile	Viettel Mobile	84	452	04	967	Edit	
Vietnam	Viettel Mobile	Viettel Mobile	84	452	06	967	Edit	
Virgin Islands British	C&W Virgin Islands	C&W Virgin Islands	1284	348	170	969	Edit	
Virgin Islands British	CCT	CCT	1284	348	570	970	Edit	
Virgin Islands British	Digicel British Virgin Islands	Digicel British Virgin Islands	1284	348	770	1224	Edit	
Virgin Islands British	Unallocated prefix	Unallocated prefix	1284	n/a	n/a	971	Edit	
Virgin Islands U.S.	Centennial Virgin Islands	Centennial Virgin Islands	1340	332	998	972	Edit	
Virgin Islands U.S.	Cingular Virgin Islands	Cingular Virgin Islands	1340	332	996	1019	Edit	
Virgin Islands U.S.	Sprint Virgin Islands	Sprint Virgin Islands	1340	332	997	973	Edit	
Virgin Islands U.S.	Unallocated prefix	Unallocated prefix	1340	n/a	n/a	974	Edit	
Wallis & Futuna Islands	SPT	Manuia	681	543	01	1676	Edit	
Wallis & Futuna Islands	Unallocated prefix	Unallocated prefix	681	n/a	n/a	1040	Edit	
Yemen	HiTS-Unitel	Y-GSM	967	421	04	1048	Edit	
Yemen	Sabafon	Sabafon	967	421	01	977	Edit	
Yemen	Spacetel Yemen	MTN Yemen	967	421	02	975	Edit	
Yemen	Unallocated prefix	Unallocated prefix	967	n/a	n/a	976	Edit	
Yemen	Yemen Mobile	Yemen Mobile	967	421	03	1047	Edit	
Zambia	Airtel Zambia	Airtel Zambia	260	645	01	978	Edit	
Zambia	MTN Zambia	MTN Zambia	260	645	02	979	Edit	
Zambia	Unallocated prefix	Unallocated prefix	260	n/a	n/a	980	Edit	
Zambia	Zamtel	Zamtel	260	645	03	981	Edit	
Zimbabwe	Econet Zimbabwe	Econet Zimbabwe	263	648	04	982	Edit	
Zimbabwe	NetOne Cellular	NetOne Cellular	263	648	01	983	Edit	
Zimbabwe	Telecel Zimbabwe	Telecel Zimbabwe	263	648	03	984	Edit	
Zimbabwe	Unallocated prefix	Unallocated prefix	263	n/a	n/a	985	Edit	
